"label","wf_var_adjust","estimate_index_sel","index_sel_cols","lf_fisheries","wf_fisheries","sel_specs","n_par","n_lf_obs","n_wf_obs","wf_eff_n_total","convergence","message","nll","raw_max_gradient","kkt_max_gradient","B0","lp_prior","lp_penalty","lp_rec","lp_cpue","lp_lf","lp_wf","log_cpue_rmse","early_log_cpue_rmse","final_spawning_biomass_ratio","sel_est","sel_status","lf_var_adjust_scalar","runtime_seconds"
"directional_moderate",10000,TRUE,"1","8,9,10,11,12,13,14","1,2,3,4,6,7,15","8:1;9:1,4;10:1,4;11:1,2;12:1,4;13:1;14:1;15:1;1:1;2:1;3:1,4;4:1,3,4;6:1;7:1",294,568,1194,881.839479763053,0,"relative convergence (4)",4087.16408339187,0.13343840789141,0.00183569328425925,872989.164601978,0,2.10695480953736e-39,145.25612316545,-149.841854009526,132.279823619073,0,0.111175078868626,0.198848532101324,0.197325012333138,"F8:peak_cm=58.7743,asc_denom_cm2=57.6033,desc_denom_cm2=86.2198 | F9:peak_cm=65.71,asc_denom_cm2=278.9047,desc_denom_cm2=159.0115 | F10:peak_cm=35.4052,asc_denom_cm2=72.0435,desc_denom_cm2=207.7396 | F11:inflection_cm=200,width95_cm=52.603 | F12:peak_cm=57.1932,asc_denom_cm2=9.0849,desc_denom_cm2=152.2837 | F13:peak_cm=76.3248,asc_denom_cm2=747.8931,desc_denom_cm2=54.4079 | F14:peak_cm=47.1744,asc_denom_cm2=112.1469,desc_denom_cm2=91.697 | F15:inflection_cm=95.984,width95_cm=18.2857 | F1:peak_cm=108.8718,asc_denom_cm2=501.9146,desc_denom_cm2=0.0368 | F2:peak_cm=116.0238,asc_denom_cm2=505.0008,desc_denom_cm2=0.0098 | F3:peak_cm=167.1029,asc_denom_cm2=672.734,desc_denom_cm2=4 | F4:peak_cm=131.096,asc_denom_cm2=259.258,desc_denom_cm2=4 | F6:peak_cm=145.7236,asc_denom_cm2=818.9885,desc_denom_cm2=700.6651 | F7:peak_cm=120.754,asc_denom_cm2=516.8434,desc_denom_cm2=1030.9026","F8:peak=free | F9:peak=free;desc_width=free | F10:peak=free;desc_width=free | F11:peak=upper;plateau=free | F12:peak=free;desc_width=free | F13:peak=free | F14:peak=free | F15:peak=free | F1:peak=free | F2:peak=free | F3:peak=free;desc_width=lower | F4:peak=free;asc_width=free;desc_width=lower | F6:peak=free | F7:peak=free",400,68.996
