"label","scenario","convergence","message","objective","raw_max_gradient","kkt_max_gradient","n_par","elapsed_seconds","B0","log_B0","log_B0_lower","log_B0_upper","final_spawning_biomass","final_static_depletion","final_dynamic_depletion","R0","lp_prior","lp_penalty","lp_rec","lp_cpue","lp_lf","lp_wf","cpue_log_rmse","max_harvest_rate","q_min","q_max","q_at_bound","n_bounds","objective_delta_from_cached","B0_ratio_to_cached","B0_ratio_to_SS3_02_fix_sel","B0_ratio_to_MFCL"
"comp_downweight_20","LF and WF effective sample sizes downweighted 20-fold",1,"function evaluation limit reached without convergence (9)",1376.38408199497,4.8559149283569,4.8559149283569,294,332.42,781563.940256242,13.5690522428433,12,22,146623.883360815,0.187603183576692,0.167570195852979,7768.00309194595,0,1.72792276361965e-111,151.507961843069,-125.97128888204,5.85612199326664,0,0.112094183925263,0.36378552214891,0.880022880450206,1.0768836994416,FALSE,0,-15652.7420263755,1.13432957022726,0.725790640241075,0.801367740544446
"comp_downweight_40","LF and WF effective sample sizes downweighted 40-fold",0,"relative convergence (4)",711.93839132538,0.00309460248505902,0.000772781428723057,294,89.201,951866.996780551,13.7661805947491,12,22,212337.231498473,0.223074475968439,0.235578745140464,9460.65368840893,0,6.73408829644622e-178,130.554131787729,-123.834320423707,0,0,0.118782028535217,0.266641890619147,0.873533316586679,1.07053652140397,FALSE,3,-16317.1877170451,1.38150038116855,0.88394067514323,0.975986052092896
