"label","tau","convergence","message","objective","raw_max_gradient","kkt_max_gradient","n_par","runtime_seconds","B0","final_spawning_biomass","final_static_depletion","final_dynamic_depletion","lp_prior","lp_penalty","lp_rec","lp_cpue","lp_lf","lp_wf","cpue_log_rmse","cpue_sdnr_all","cpue_sigma_mean"
"cpue_tau_zero",1e-08,0,"relative convergence (4)",4087.16408339187,0.13343840789141,0.00183569328425925,294,68.985,872989.164601978,172262.597671781,0.197325012333138,0.182393224390628,0,2.10695480953736e-39,145.25612316545,-149.841854009526,132.279823619073,0,0.111175078868626,0.565284483323175,0.197724785848766
