"label","wf_var_adjust","estimate_index_sel","index_sel_cols","lf_fisheries","wf_fisheries","sel_specs","n_par","n_lf_obs","n_wf_obs","wf_eff_n_total","convergence","message","nll","raw_max_gradient","kkt_max_gradient","B0","lp_prior","lp_penalty","lp_rec","lp_cpue","lp_lf","lp_wf","log_cpue_rmse","early_log_cpue_rmse","final_spawning_biomass_ratio","sel_est","sel_status","runtime_seconds"
"agg6_full_g5_upweight4",500,TRUE,"1,2","1,2,3,4","5,6","1:1;2:1,4;3:1,4;4:1,2;5:1,3,4;6:1",284,472,484,19551.7552543722,0,"relative convergence (4)",36054.2595976304,3.05122706947723,0.00403789876187489,576779.682180299,0,1.50402591775376,275.400334621903,-103.766080546276,10108.1491596175,17659.3773717668,0.140992076906877,0.123572742994135,0.197883350047347,"F1:peak_cm=55.4328,asc_denom_cm2=57.6033,desc_denom_cm2=86.2198 | F2:peak_cm=34.5398,asc_denom_cm2=72.0435,desc_denom_cm2=241.2679 | F3:peak_cm=64.8465,asc_denom_cm2=225.7643,desc_denom_cm2=164.724 | F4:inflection_cm=178.5389,width95_cm=43.4095 | F5:peak_cm=118.5261,asc_denom_cm2=351.0489,desc_denom_cm2=2980.958 | F6:inflection_cm=99.9683,width95_cm=18.2857","F1:peak=free | F2:peak=free;desc_width=free | F3:peak=free;desc_width=free | F4:peak=free;plateau=free | F5:peak=free;asc_width=free;desc_width=upper | F6:peak=free",489.844
