"label","fishery","wf_prop_rmse","wf_prop_mae","wf_mean_weight_rmse","wf_mean_weight_bias"
"agg6_full_g5_upweight4",5,0.00396148706187374,0.00173423941355941,3.56206720081289,0.0302628734093641
"agg6_full_g5_upweight4",6,0.00382775527036963,0.00174433670860268,3.63167941982564,-0.863550598820275
