"label","wf_var_adjust","estimate_index_sel","index_sel_cols","lf_fisheries","wf_fisheries","sel_specs","n_par","n_lf_obs","n_wf_obs","wf_eff_n_total","convergence","message","nll","raw_max_gradient","kkt_max_gradient","B0","lp_prior","lp_penalty","lp_rec","lp_cpue","lp_lf","lp_wf","log_cpue_rmse","early_log_cpue_rmse","final_spawning_biomass_ratio","sel_est","sel_status","runtime_seconds"
"agg6_full_g5_lfwf0p25",8000,TRUE,"1,2","1,2,3,4","5,6","1:1;2:1,4;3:1,4;4:1,2;5:1,3,4;6:1",284,472,484,1221.98470339827,0,"relative convergence (4)",5218.17826948009,0.00419902756452713,0.00419902756452713,950998.064192714,0,5.57314980148169e-132,143.955442329741,-123.638179840502,498.377386778035,23.4398731555181,0.117082911449177,0.233664581405505,0.224624443925464,"F1:peak_cm=55.9665,asc_denom_cm2=57.6033,desc_denom_cm2=86.2198 | F2:peak_cm=34.2225,asc_denom_cm2=72.0435,desc_denom_cm2=244.9702 | F3:peak_cm=64.8615,asc_denom_cm2=225.7643,desc_denom_cm2=112.2567 | F4:inflection_cm=147.6869,width95_cm=46.8602 | F5:peak_cm=115.8444,asc_denom_cm2=301.2157,desc_denom_cm2=670.3953 | F6:inflection_cm=94.8088,width95_cm=18.2857","F1:peak=free | F2:peak=free;desc_width=free | F3:peak=free;desc_width=free | F4:peak=free;plateau=free | F5:peak=free;asc_width=free;desc_width=free | F6:peak=free",29.93
