"label","wf_var_adjust","estimate_index_sel","index_sel_cols","lf_fisheries","wf_fisheries","sel_specs","n_par","n_lf_obs","n_wf_obs","wf_eff_n_total","convergence","message","nll","raw_max_gradient","kkt_max_gradient","B0","lp_prior","lp_penalty","lp_rec","lp_cpue","lp_lf","lp_wf","log_cpue_rmse","early_log_cpue_rmse","final_spawning_biomass_ratio","sel_est","sel_status","runtime_seconds"
"agg6_full_g5_lfwf0p1",20000,TRUE,"1,2","1,2,3,4","5,6","1:1;2:1,4;3:1,4;4:1,2;5:1,3,4;6:1",284,472,484,488.793881359306,0,"relative convergence (4)",2424.5791798092,0.00882188765609631,0.00882188765609631,1023476.1628924,0,2.85905918824168e-195,136.126098169716,-148.38262094793,62.5043172934005,0,0.11597459278891,0.268677909516339,0.238410969300972,"F1:peak_cm=57.4036,asc_denom_cm2=57.6033,desc_denom_cm2=86.2198 | F2:peak_cm=34.3797,asc_denom_cm2=72.0435,desc_denom_cm2=229.9077 | F3:peak_cm=65.1564,asc_denom_cm2=225.7643,desc_denom_cm2=88.1107 | F4:inflection_cm=140.9202,width95_cm=45.4042 | F5:peak_cm=115.8271,asc_denom_cm2=301.3151,desc_denom_cm2=579.5074 | F6:inflection_cm=94.4696,width95_cm=18.2857","F1:peak=free | F2:peak=free;desc_width=free | F3:peak=free;desc_width=free | F4:peak=free;plateau=free | F5:peak=free;asc_width=free;desc_width=free | F6:peak=free",8.686
