"label","wf_var_adjust","estimate_index_sel","index_sel_cols","lf_fisheries","wf_fisheries","sel_specs","n_par","n_lf_obs","n_wf_obs","wf_eff_n_total","convergence","message","nll","raw_max_gradient","kkt_max_gradient","B0","lp_prior","lp_penalty","lp_rec","lp_cpue","lp_lf","lp_wf","log_cpue_rmse","early_log_cpue_rmse","final_spawning_biomass_ratio","sel_est","sel_status","lf_var_adjust_scalar","runtime_seconds"
"directional_mid",8000,TRUE,"1","8,9,10,11,12,13,14","1,2,3,4,6,7,15","8:1;9:1,4;10:1,4;11:1,2;12:1,4;13:1;14:1;15:1;1:1;2:1;3:1,4;4:1,3,4;6:1;7:1",294,568,1194,1086.44053838226,0,"relative convergence (4)",4518.80343664847,0.0866179127411407,0.00635304608075922,836707.189390348,0,0.000285395520653841,144.282854993079,-125.195905070178,99.7723944255606,7.27126701734635,0.113039880793387,0.185373050902143,0.189258902981636,"F8:peak_cm=60.2384,asc_denom_cm2=57.6033,desc_denom_cm2=86.2198 | F9:peak_cm=65.2778,asc_denom_cm2=278.9047,desc_denom_cm2=190.9219 | F10:peak_cm=35.7373,asc_denom_cm2=72.0435,desc_denom_cm2=199.2275 | F11:inflection_cm=200,width95_cm=50.8982 | F12:peak_cm=57.1514,asc_denom_cm2=9.0849,desc_denom_cm2=151.3884 | F13:peak_cm=76.336,asc_denom_cm2=747.8931,desc_denom_cm2=54.4079 | F14:peak_cm=47.3985,asc_denom_cm2=112.1469,desc_denom_cm2=91.697 | F15:inflection_cm=96.4615,width95_cm=18.2857 | F1:peak_cm=110.3606,asc_denom_cm2=501.9146,desc_denom_cm2=0.0368 | F2:peak_cm=116.4906,asc_denom_cm2=505.0008,desc_denom_cm2=0.0098 | F3:peak_cm=172.2901,asc_denom_cm2=672.734,desc_denom_cm2=2980.958 | F4:peak_cm=131.6748,asc_denom_cm2=277.3333,desc_denom_cm2=4 | F6:peak_cm=157.6123,asc_denom_cm2=818.9885,desc_denom_cm2=700.6651 | F7:peak_cm=121.959,asc_denom_cm2=516.8434,desc_denom_cm2=1030.9026","F8:peak=free | F9:peak=free;desc_width=free | F10:peak=free;desc_width=free | F11:peak=upper;plateau=free | F12:peak=free;desc_width=free | F13:peak=free | F14:peak=free | F15:peak=free | F1:peak=free | F2:peak=free | F3:peak=free;desc_width=upper | F4:peak=free;asc_width=free;desc_width=lower | F6:peak=free | F7:peak=free",500,70.95
